"supplier_name","country","city","vat_number","registration_number","supplier_code"
"MARCONI SA (INSTRUMENTS & ELECTRONICS DEVICES)","FR","EVRY",NA,NA,"MARC48"
"S.I.C.N.","FR","VEUREY VOROIZE CEDEX",NA,NA,"SICN50"
"ETS BUISIN","FR","VAUX EN BUGEY",NA,NA,"BUIS01"
"SADE - CIE GEN. DE TRAVAUX D'HYDRAULIQUE","FR","GENAS CEDEX",NA,NA,"SADE02"
"UGINE SA","FR","PARIS LA DEFENSE CEDEX",NA,NA,"UGIN55"
"LINDE GAZ INDUSTRIELS SARL","FR","ST PRIEST CEDEX",NA,"39263124800201","LIND40"
"UDD-FIM","FR","DELLE CEDEX",NA,NA,"UDDF50"
"TECPHY S.A.","FR","CLERMONT-FERRAND CEDEX 1",NA,NA,"TECP01"
"S.E.E.E. APPLICATIONS MILITAIRES","FR","MALAKOFF",NA,NA,"SEEE50"
"LYDALL","FR","MELRAND",NA,NA,"LYDA01"
"CIRTEM","FR","STE FOY D'AIGREFEUILLE",NA,NA,"CIRT01"
"PERCEPTEUR DE GEX","FR","GEX",NA,NA,"GEX-50"
"DELATTRE LEVIVIER ""W""","FR","BRIGNOUD CEDEX 107",NA,NA,"DELA50"
"P. JACQUET - B. DUPONT S.C.P.","FR","SAINT JULIEN-EN-GENEVOIS",NA,NA,"JACQ40"
"AIR PRODUCTS - THOMSON CSF","FR","ST GENIS POUILLY",NA,NA,"GR2S01"
"ENTREPRISE DE JARDINS BRUNET","FR","ST JULIEN EN GENEVOIS",NA,NA,"BRUN81"
"COSSEC - WATERMANN INTERNATIONAL","FR","PARIS CEDEX 12",NA,NA,"GR2S17"
"COFRATHERM S.A.","FR","ANNECY",NA,NA,"COFR01"
"CI+E CIRCUITS IMPRIMES + ELECTRONIQUES SA","FR","MONTAGNY",NA,NA,"CIE-50"
"DEVELOPPEMENT INVESTISSEMENTS SERVICES (DIS)","FR","PARIS",NA,NA,"DIS-01"
"GEC ALSTHOM ->ALST88","FR","ORLEANS CEDEX 1",NA,NA,"GEC-05"
"CREUSOT-LOIRE INDUSTRIE","FR","RIVE DE GIER",NA,NA,"CREU50"
"XB INDUSTRIE S.A.","FR","LES CLAYES SOUS BOIS",NA,NA,"XB--01"
"MULLER SA","FR","GRIMAUD",NA,"44846467700013","MULL12"
"ENTREPRISE DESBIOLLES","FR","GEX CEDEX",NA,NA,"DESB50"
"SERV'INSTRUMENTATION","FR","IRIGNY",NA,"33850496200030","SERV05"
"ROCHLING ENGINEERING SARL / PERMALI","FR","DECINES CEDEX",NA,"43391668100011","ROCH02"
"CFP","FR","COLOMBES",NA,"30688128500028","CFP-50"
"S.T.M.B.A.","FR","COLLONGES",NA,"48023357600028","STMB50"
"DMV STAINLESS FRANCE S.A.","FR","MONTBARD",NA,NA,"DMV-02"
"ATI ELECTRONIQUE (L'ALLIANCE TECHNIQUE INDUSTRIELLE)","FR","EVRY CEDEX",NA,NA,"ATI-01"
"CONTROL A.J.C. INTERNATIONAL (E.U.R.L)","FR","MARANGE SILVANGE",NA,NA,"CONT67"
"P. HILAIRE","FR","VERSAILLES",NA,NA,"HILA02"
"ACMF ATELIER DE CONSTRUCTION METALLIQUES DE FONTAINE","FR","SASSENAGE",NA,NA,"ACMF01"
"INBC SYSTEMES","FR","LYON",NA,NA,"INBC01"
"ELECTRONIC & TECHNOLOGY","FR","IGNY",NA,NA,"ELEC87"
"GTS FRANCE","FR","VILLEBON-SUR-YVETTE","01324906023","32490602300019","GTS-50"
"SETAT S.A.R.L.","FR","GRENOBLE",NA,NA,"SETA30"
"FORWARD TECHNOLOGY INDUSTRIES SA (FTI) MECASONIC","FR","JUVIGNY",NA,NA,"FORW01"
"DRUCK SARL","FR","AOSTE",NA,NA,"DRUC50"
"DUHAMEL SA","FR","DOMENE",NA,NA,"DUHA01"
"SOCIETE H.P.E.","FR","ECHIROLLES",NA,NA,"HPE-50"
"ARC INFORMATIQUE","FR","SEVRES",NA,"32069535600057","ARC-12"
"EREO (ETUDES ET REALISATIONS ELECTRONIQUES ET OPTIQUES)","FR","ST GENIS POUILLY",NA,"39174628600023","EREO01"
"DDE DIRECTION DEPARTEMENTALE DE L'EQUIPEMENT","FR","VIRIAT",NA,NA,"DIRE04"
"AQUITAINE CAOUTCHOUC SA","FR","THENON",NA,NA,"AQUI02"
"MSRA-MATERIEL SPECIAL REGULATIONS AUTOMATISMES","FR","DRANCY",NA,NA,"MSRA01"
"STE TECHN.D'ACCESSOIRES SPECIALISES (STAS)","FR","SARTROUVILLE",NA,NA,"STAS50"
"SOBECA SA","FR","ANSE",NA,NA,"SOBE50"
"TRESOR PUBLIC","FR","BOURG-EN-BRESSE",NA,"38291163400014","TRES50"
"PASCAL MEYLAN - MARTIAL ARMINJON - RICHARD PELLIER","FR","FERNEY VOLTAIRE CEDEX",NA,NA,"MEYL01"
"EDF - KNIGHT PIESOLD","FR","LE BOURGET DU LAC CEDE",NA,NA,"GR2S02"
"S.P.G.","FR","MONTREUIL-SOUS-BOIS",NA,NA,"SPG-50"
"VISHAY SA","FR","MALAKOFF CEDEX",NA,NA,"VISH50"
"SOTEP","FR","ISSOUDUN",NA,NA,"SOTE01"
"ALOXEL","FR","SAUGUES",NA,NA,"ALOX01"
"ONF - OFFICE NATIONAL DES FORETS","FR","PARIS CEDEX 12",NA,"66204311600018","ONF-50"
"CELES","FR","LAUTENBACH",NA,NA,"CELE01"
"P.M.B METACERAM TECHNOLOGIES","FR","PEYNIER",NA,"41933220000031","META06"
"TREDI -> VOIR TRED50","FR","LOYETTES",NA,NA,"TRED01"
"MARC FAVRE ENTREPRISE D'ELECTRICITE GENERALE SA","FR","VALLEIRY",NA,NA,"FAVR37"
"VISTALLI CHRISTIAN","FR","LANCRANS",NA,"42319101400012","VIST01"
"NORTON DESMARQUEST S.A.","FR","EVREUX CEDEX",NA,NA,"DESM25"
"D S M","FR","VILLEURBANNE CEDEX",NA,NA,"DSM-01"
"MANUTAN SA","FR","GONESSE CEDEX",NA,"66204984000082","MANU37"
"SOCIETE DES CERAMIQUES TECHNIQUES (SCT) USF (US FILTER COMP)","FR","BAZET CEDEX",NA,"43394048300012","SCT-75"
"TRIMICRON","FR","GAILLARD",NA,NA,"TRIM03"
"ARMELEC","FR","LA COQUILLE",NA,NA,"ARME02"
"E.B.A. (ELECTRONIQUE BOBINAGE D'AQUITAINE)","FR","SAINT-MEDARD-D'EYRANS",NA,NA,"EBA-01"
"ETS REXEL ISNARD","FR","ST GENIS POUILLY",NA,"30930461604250","ISNA50"
"SOLARTRON FRANCE","FR","MASSY CEDEX",NA,NA,"SOLA01"
"SCHROFF SARL","FR","BETSCHDORF",NA,"31685455300013","SCHR87"
"AQUAZUR S.A.","FR","WASQUEHAL CEDEX",NA,NA,"AQUA02"
"MOC SARL","FR","CHAVIGNON",NA,NA,"MOC-50"
"EZUS LYON","FR","VILLEURBANNE CEDEX",NA,NA,"EZUS01"
"ALSTOM ENERGIE SA - JEUMONT INDUSTRIE","FR","BELFORT CEDEX",NA,NA,"GR2S31"
"ALSTOM INDUSTRIE - JEUMONT INDUSTRIE","FR","BELFORT CEDEX",NA,NA,"GR2S31"
"TECPHY S.A. (GROUPE H.T.M.)","FR","CLERMONT-FERRAND CEDEX 1",NA,NA,"TECP01"
"ALSTOM MAGNETS & SUPERCONDUCTORS SA - JEUMONT INDUSTRIE","FR","BELFORT CEDEX",NA,NA,"GR2S31"
"PRAXAIR S.A.","FR","RUNGIS CEDEX",NA,"34087834700079","PRAX35"
"MEGGER SA","FR","LE RAINCY",NA,"67820050200022","MEGG01"
"DUCRET GROS","FR","ST GENIS POUILLY",NA,NA,"DUCR15"
"TEKELEC-AIRTRONIC SA","FR","RUNGIS",NA,NA,"TEKE75"
"BENIERE PERRIN","FR","LORETTE",NA,NA,"PERR13"
"EFFA ETUDES S.A.","FR","ASNIERES SUR SEINE",NA,NA,"EFFA50"
"UNITECHNIC SARL","FR","EVRY CEDEX",NA,NA,"UNIT63"
"NEYCO","FR","VANVES","542032255","NANTERRE 542032255","NEYC01"
"PREF'AUB EQUIPEMENT","FR","LAVAU CEDEX",NA,NA,"PREF50"
"LEYBOLD SA","FR","BOURG LES VALENCE CEDEX",NA,"70202997600058","LEYB90"
"TRANSRACK SA","FR","BONNEUIL SUR MARNE",NA,NA,"TRAN75"
"AOIP INSTRUMENTATION","FR","ORANGIS",NA,NA,"AOIP50"
"TECHNIFOR","FR","MIRIBEL CEDEX",NA,NA,"TEC-12"
"ELECTRICITE DE FRANCE","FR","ANNECY CEDEX",NA,"55208131751508","EDF-50"
"AMTECH","FR","DARDILLY",NA,NA,"AMTE01"
"PXL INDUSTRIES","FR","BELLEGARDE-SUR-VALSERINE","65394957278","39495727800036","PXL-01"
"ORBITAL SARL","FR","VONNAS",NA,"33959324600038","ORBI82"
"SONEPAR ELECTRONIQUE FRANCE","FR","MEYLAN",NA,NA,"SONE01"
"SMPI (SOUDURE MECANIQUE DE PRECISION INDUSTRIELLE)","FR","ST NAZAIRE EN ROYANS",NA,NA,"SMPI01"
"CMD TRANSMISSIONS","FR","VELIZY VILLACOUBLAY CEDEX",NA,NA,"CMD-02"
"IDEX ENERGIE ALPES","FR","ANNECY",NA,"30024372200091","IDEX02"
"ECW","FR","BIEVRES",NA,NA,"ECW-01"
"ROBERT MARIE CAMILLE DESMURE","FR","LYON",NA,NA,"DESM02"
"CHRISTIAN DUBOIS","FR","GHISONI",NA,NA,"DUBO04"
"MONIQUE JEANNE ROBERTE DUBOIS","FR","MARSEILLE",NA,NA,"DUBO05"
"ODILE MARIE PAULETTE BIANCONI","FR","NICE",NA,NA,"BIAN02"
"PAUL ALAIN DUFAY","FR","SAVIGNY",NA,NA,"DUFA02"
"MONIQUE FANNY HENRIETTE RIGOT","FR","BRINDAS",NA,NA,"RIGO02"
"MICHEL CAMILLE GASTON DUFAY","FR","GREZIEU LA VARENNE",NA,NA,"DUFA01"
"TECHCI RHONE-ALPES (Groupe COFIDUR)","FR","ST GENIX SUR GUIERS",NA,"39090954700015","TECH10"
"SIMMINI MARIO SARL","FR","PREGNIN-ST GENIS-POUILLY",NA,"41955216100012","SIMM02"
"PAYSAGE CONCEPT - TUNNEL SERVICE LTD - ONET PROPRETE","FR","ST JULIEN CEDEX",NA,NA,"GR3S17"
"SENIOR FLEXONICS CALORSTAT SA","FR","DOURDAN CEDEX",NA,"34768502600010","SENI01"
"SIEBERT FRANCE SARL","FR","SARREGUEMINES CEDEX",NA,NA,"SIEB02"
"CARLIER S.A.","FR","TORCY",NA,"57200717700023","CARL01"
"BOCCARD S.A.","FR","VILLEURBANNE",NA,NA,"BOCC01"
"CONSTRUCTIONS METALLIQUES DU LEMAN & CIE","FR","ST JULIEN EN GENEVOIS",NA,NA,"CONS11"
"THERMOCOAX SAS","FR","ATHIS DE L ORNE",NA,"32345992500026","THER71"
"MKS INSTRUMENTS FRANCE SA","FR","LE BOURGET CEDEX",NA,NA,"MKS-50"
"S.T.P.S.","FR","GEX CEDEX",NA,"76920011400015","STPS50"
"SOGEI","FR","EVRY LISSES",NA,NA,"SOGE07"
"NALCO FRANCE S.A.S.","FR","WASQUEHAL CEDEX",NA,"41494668100023","NALC01"
"EMATION","FR","BRON",NA,NA,"EMAT01"
"SNCE (SOCIETE NOUVELLE DE CONDENSATEURS ELECTROCHIMIQUES)","FR","BERTHEVIN CEDEX",NA,NA,"SNCE01"
"STE NOUVELLE LISSE","FR","LOUVROIL",NA,NA,"LISS01"
"NORCAN","FR","HAGUENAU CEDEX",NA,"47968551300018","NORC45"
"INSTITUT DE SOUDURE (IS)","FR","ROISSY CH. DE GAULLE CEDEX",NA,NA,"INST75"
"DIVISION TREUILS SPECIAUX HUCHEZ","FR","NEUILLY PLAISANCE",NA,NA,"HUCH01"
"CLM INDUSTRIE SA","FR","CHEVIGNY ST SAUVEUR CEDEX",NA,NA,"CLM-02"
"AMV(ATELIER MECANIQUE VERNOUILLET)","FR","VERNOUILLET",NA,NA,"AMV-50"
"CIRLY","FR","BRIGNAIS","11318354420","31835442000032","CIRL01"
"OLDHAM FRANCE SA","FR","ARRAS CEDEX",NA,"43395337900024","OLDH50"
"DSD DILLINGER STAHLBAU GMBH/AIR ET CHALEUR/SPIE-TRINDEL","FR","ST GENIS POUILLY",NA,NA,"GR3S34"
"MICRO-CONTROLE","FR","EVRY CEDEX 91","15382697399","38269739900071","MICR25"
"DELTA COMMUNICATIONS","FR","BRON",NA,NA,"DELT11"
"AVNET EMG S.A.","FR","MASSY CEDEX",NA,"55207601000362","AVNE50"
"DEF","FR","MASSY CEDEX",NA,NA,"DEF-50"
"CAD CAM TECHNOLOGIE","FR","MEYTHET",NA,NA,"CCT-01"
"QUENTIN LEVAGE","FR","LORETTE",NA,NA,"QUEN02"
"IONISOS","FR","DAGNEUX","13393373865","39337386500020","IONI40"
"FERRAZ SHAWMUT","FR","ST BONNET DE MURE",NA,NA,"FERR14"
"SPIE-TRINDEL/FR + MELOTTE INSTALLATIETECHNIEK B.V/NL","FR","ST GENIS POUILLY",NA,NA,"GR2S98"
"SPIE-TRINDEL/FR, WINTER GMBH/DE","FR","SAINT GENIS POUILLY",NA,NA,"GR2S79"
"SPIE-TRINDEL/TYCO INTEGRATED SYSTEMS/NL","FR","ST GENIS POUILLY CEDEX",NA,NA,"GR2S93"
"ARAVIS LEVAGE","FR","CRUSEILLES",NA,NA,"ARAV01"
"ZIGLIOTTO GROUPE METAREG","FR","ST.GENIS-POUILLY CEDEX",NA,NA,"META56"
"FRANCE DECOUPE","FR","GILLY S/ISERE",NA,NA,"FRAN35"
"EURL VISTALLI CHRISTIAN ( EX VISTALLI CHRISTIAN)","FR","LANCRANS",NA,"42319101400012","VIST01"
"MILOCO","FR","GLOMEL",NA,NA,"MILO01"
"RIBAT SARL","FR","MEYTHET CEDEX",NA,"57200205300237","RIBA50"
"BUISIN SA","FR","VAUX EN BUGEY",NA,NA,"BUIS01"
"SOPRANO","FR","VAULX MILIEU",NA,NA,"SOPR04"
"ETABLISSEMENTS NABAFFA SA","FR","SAINT JEAN DE GONVILLE",NA,NA,"NABA50"
"METAREG GROUPE SIDERGIE/CIRCAST ELECTRONICS/GDS PCB DESIGN","FR","ST GENIS POUILLY",NA,NA,"GR3S16"
"GROUPE SITEL","FR","PRINGY CEDEX",NA,NA,"GROU08"
"MATRANS CONCEPT","FR","FRONTONAS",NA,NA,"MATR11"
"DH BUDENBERG","FR","AUBERVILLIERS CEDEX",NA,NA,"DH--01"
"HYDROPNEU TECHNOLOGIE","FR","LOGNES",NA,NA,"HYDR40"
"THEVENET + CLERJOUNIE","FR","CHAPONNAY",NA,"38924780000037","THEV50"
"SGS QUALITEST (GROUPE SGS FRANCE)","FR","ORSAY",NA,"41008167300015","QUAL50"
"NEXANS FRANCE","FR","IVRY-LA-BATAILLE",NA,NA,"NEXA03"
"ECS INTERNATIONAL (ELECTRO CHEMICAL SERVICES)","FR","SAINT-GENIS-POUILLY",NA,"41009778600025","ECS-02"
"OREM & ASTRE","FR","VILLEURBANNE",NA,NA,"OREM01"
"MECABELEC SARL","FR","VULBENS",NA,NA,"MECA37"
"COMPAGNIE DEUTSCH","FR","RUEIL MALMAISON",NA,NA,"DEUT25"
"ATIC ASSOCIATION TUNNEL D'INJECTION CERN","FR","PREVESSIN-MOENS",NA,NA,"ATIC02"
"CHANTIERS MODERNES","FR","BRON CEDEX",NA,NA,"CHAN03"
"AUBERT  DUVAL SA","FR","PARIS CEDEX 15",NA,NA,"AUBE50"
"SETIC S.A.S.","FR","ROANNE",NA,"34263557000027","SSAS01"
"SGS QUALITEST, SGS GOTTFELD, LOGITEST, AMEC SPIE","FR","ORSAY",NA,NA,"GR4S01"
"CIRCUITS IMPRIMES VOREYZIENS (CIV-CIRA)","FR","VOREY-SUR-ARZON",NA,NA,"CIV-01"
"PM INSTRUMENTATION","FR","ORGEVAL",NA,NA,"PM--01"
"MII (MICRO-INFORMATIQUE POUR L'INDUSTRIE)","FR","CERGY PONTOISE CEDEX",NA,NA,"MII-01"
"FCI FRAMATOME CONNECTORS INTERNATIONAL","FR","PARIS LA DEFENSE CEDEX",NA,NA,"FCI-01"
"SM2I (STE DE MESURE INDUSTR. INFORMATISEE)","FR","DIVONNE LES BAINS",NA,NA,"SMDE50"
"PATRICK DUPUY","FR","THUSY",NA,"40083152500029","DUPU02"
"LGE (LOGISTIQUE GLOBALE EUROPEENNE)","FR","BELFORT",NA,NA,"LLG-01"
"OMERIN SA","FR","AMBERT",NA,NA,"OMER02"
"FIV - FOURNITURES INDUSTRIELLES VALSERINE SA","FR","BELLEGARDE/VALSERINE",NA,NA,"FIV-50"
"AMPHENOL SOCAPEX","FR","COURBEVOIE CEDEX",NA,NA,"AMPH75"
"EUROFARAD","FR","PARIS CEDEX 11",NA,"65204178100012","EURO50"
"INTERVECT FRANCE S.A.S.","FR","NEUILLY EN THELLE",NA,NA,"INT-56"
"FAMY SARL","FR","CHATILLON-MICHAILLE",NA,"76420021800015","FAMY50"
"MANUSTRA  SAS","FR","TALUYERS",NA,NA,"MANU09"
"FENZY & CIE","FR","ROISSY CDG CEDEX",NA,NA,"FENZ50"
"ILOG DIRECT","FR","GENTILLY CEDEX",NA,NA,"ILOG01"
"ENDEL (EX DELATTRE  LEVIVIER)","FR","COLOMBES CEDEX",NA,NA,"ENDE04"
"KUSTOM INGENIEUR","FR","GIERES","12333883312",NA,"KUST01"
"SOTEB NATIONAL ELEKTRO (EX SOTEB)","FR","SEYNOD",NA,"33750525900024","SOTE20"
"FARGAMEL","FR","PESSAC","473204691","47320469100033","FARG35"
"MONTALEV LEVAGE (EX ENTREPOSE MONTALEV LEVAGE","FR","MEYZIEU",NA,NA,"MONT54"
"OUVAROFF","FR","SAINT MAURICE L'EXIL CEDEX",NA,"63368052500019","OUVA01"
"AK INDUSTRIES","FR","DINSHEIM",NA,NA,"AK--01"
"SADEV","FR","SEYNOD CEDEX",NA,"35160194300027","SADE25"
"AMEC SPIE COMMUNICAT/FR + MELOTTE INSTALLATIETECHNIEK B.V/NL","FR","ST GENIS POUILLY",NA,NA,"GR2S98"
"CIRTEM/E.E.I","FR","LABEGE CEDEX",NA,NA,"GR2T36"
"AIR LIQUIDE DTA/FR - 40-30/FR - LAMERS/NL","FR","SASSENAGE","81552096281",NA,"GR3S54"
"CONSORTIUM SETIS (LEADER), INTROTECH BV, MAP GEOMATIQUE","FR","GRENOBLE",NA,NA,"GR3S58"
"RHONE-INOX INDUSTRIE","FR","VAULX EN VELIN",NA,NA,"RHON58"
"FUTURE ELECTRONICS","FR","BRON CEDEX",NA,"39866156100066","FUTU01"
"AXE MECA","FR","ARGENCES",NA,NA,"AXE-01"
"APLAST (SARL)","FR","LA BIOLLE",NA,NA,"APLA01"
"PROTEM","FR","ETOILE SUR RHONE",NA,"33304671200027","PROT74"
"FRANCE MANUTENTION SERVICE (FMS)","FR","SAINT PIERRE DE CHANDIEU",NA,NA,"FRAN12"
"Z.T.C.I. (ZIGLIOTTO )","FR","SAINT GENIS POUILLY CEDEX",NA,NA,"ZIGL50"
"IVALDI","FR","EVREUX",NA,"30838797600043","IVAL01"
"ERICABLE S.A.R.L.","FR","SAINT CYPRIEN","5043838931",NA,"ERIC04"
"SOCIETE  DAMAC","FR","MEYLAN CEDEX",NA,"30084811600020","SOCI05"
"TECHNICAIR","FR","LA GARENNE COLOMBES","47 692 051","692 051 394 00033","TECH30"
"GERLAND SAVOIE LEMAN","FR","AMANCY",NA,NA,"GSL-01"
"ET SYSTEM ELECTRONIC","FR","L'ISLE D'ABEAU",NA,NA,"ELE-41"
"EXO INTERNATIONAL","FR","TERNAY","56392137","392 137 097 00029","INT-58"
"FARNELL IN ONE","FR","LIMONEST CEDEX",NA,"388 245 029 00086","FARN45"
"THITEC","FR","BEAUNE",NA,NA,"THIT01"
"COGIX","FR","ORANGE CEDEX",NA,NA,"COGI02"
"LASER 2000","FR","ST NOM LA BRETECHE",NA,"38165059700028","LASE08"
"PERI SAS","FR","NIVOLAS VERMELLE",NA,NA,"PERI08"
"I.L.S. INDUSTRIAL LASER SYSTEMS S.A.R.L","FR","VANVES","19449067271","44906727100014","ILSI01"
"HLP TECHNOLOGIE","FR","COLOMBES",NA,NA,"HLP-01"
"E.C. MAYET","FR","SAINT-PRIEST","06314816505","31481650500023","ECM-05"
"FRANCAISE D'INSTRUMENTATION DISTRAME SA","FR","SAINTE SAVINE","03380194019","38019401900077","FRAN50"
"TECHMETA SA","FR","METZ TESSY",NA,"40757041500015","TECH26"
"RANNARD FRERES","FR","CHENE EN SEMINE",NA,"38514679000014","RANN01"
"EURODIFROID","FR","SEICHES SUR LE LOIR",NA,"34940783300046","EUR-46"
"APPIA GERLAND SAVOIE-LEMAN","FR","BELLEGARDE",NA,NA,"GERL50"
"EMERSON PROCESS MANAGEMENT","FR","BRON CEDEX",NA,NA,"EMER45"
"R&C REYNAUD CAUVIN YVOSE","FR","LOUHANS",NA,NA,"RCRC01"
"ROMER SARL","FR","MONTOIRE SUR LE LOIR",NA,NA,"ROME01"
"ECOLE SUPERIEURE D'ELECTRICITE","FR","GIF-SUR-YVETTE",NA,"78539319000026","ECOL60"
"ASSYTEM SERVICE INDUSTRIE SASFR + GENITRON INSTRUMENTS DE","FR","ST QUENTIN EN YVELINES CEDEX",NA,NA,"GR2T40"
"CENTRE ELECTRONIQUE DE LAVAL","FR","LAVAL",NA,NA,"ELE-69"
"INEO-ENDEL-GTI","FR","ST GENIS POUILLY",NA,NA,"GR3S59"
"GROUPEMENT  CEGELEC","FR","ST GENIS POUILLY",NA,NA,"GR9S01"
"RS CONCEPT","FR","MONTMIN","82478554059",NA,"RS--08"
"SORNIN INDUSTRIES","FR","RIOM CEDEX",NA,NA,"SORN02"
"COMMUNE DE CESSY","FR","CESSY",NA,"21580048300012","COMM21"
"STAINLESS","FR","DANNEMARIE-SUR-CRETE",NA,"43443598800028","STAI50"
"WITZENMANN FRANCE SARL (EX TECNIFLEX - WITZENMANN)","FR","ST OUEN CEDEX",NA,NA,"TECN25"
"SDMS  ( EX  SDMS SOCIETE DAUPHINOISE MECANO-SOUDAGE)","FR","ST ROMANS",NA,"50874814200025","SDMS50"
"LOXAM","FR","SAINT-GENIS POUILLY",NA,"45077696801344","LOXA01"
"APPIA  SAVOIE-LEMAN","FR","BELLEGARDE",NA,NA,"GERL50"
"S.N.E.R.","FR","GAILLON",NA,NA,"SNER50"
"KIPP & ZONEN SARL","FR","LE PLESSIS TREVISE",NA,NA,"KIPP01"
"QUALITY SOURCE","FR","GUYANCOURT","80399432863","43950340000020","QUAL11"
"FOR PRO TECH (F.P.T.)","FR","BESANCON CEDEX",NA,NA,"FOR-01"
"MILLET PAYSAGE ENVIRONNEMENT SA","FR","DRUMETTAZ",NA,"31025784500019","MPE-03"
"NETTORAMA","FR","CLUSES",NA,NA,"NETT03"
"PARIS NORD ELECTRONIQUE","FR","SAINT MARTIN LE VINOUX",NA,NA,"ELE165"
"RLB DISTRIBUTION","FR","MARSEILLE",NA,NA,"RLB-01"
"ALTEAD /CIRCAST ELECTRONICS/GDS PCB DESIGN","FR","ST GENIS POUILLY",NA,NA,"GR3S16"
"DMD EUROFLUIDES SA","FR","MARNAZ","16520004359","52000435900011","DMD-50"
"JRTI","FR","TREVOUX",NA,NA,"JRTI01"
"THERMO-EST","FR","MAIZIERES LES METZ CEDEX",NA,"78826442200031","THER70"
"PHILIPPE MARTI","FR","CHARBONNIERES",NA,NA,"PHIL09"
"RAVANAT","FR","VEUREY-VOROIZE",NA,"31785419800015","RAVA02"
"DUTREIVE SA","FR","ANNEMASSE",NA,NA,"DUTR01"
"MELLES GRIOT INDUSTRIE SARL","FR","VOISINS LE BRETONNEUX",NA,"33841683700056","MELL62"
"MENUISERIE METALLIQUE","FR","FONTANIL CORNILLON",NA,NA,"MENU04"
"AXXAIR","FR","ETOILE-SUR-RHONE","13414581363","41458136300028","AXXA01"
"AA MATECH","FR","ORSAY CEDEX",NA,"31679026000053","MATE05"
"PYLON S.A.R.L.","FR","ORNEX",NA,NA,"PYLO02"
"DICONEX","FR","ANDILLY",NA,"32030344900039","DICO01"
"HPC ENGRENAGES","FR","DARDILLY",NA,"38291190700030","HPC-01"
"GONZALES FRERES S.A.","FR","ESTRABLIN",NA,"32307661200015","GONZ01"
"SIB (SOLS INDUSTRIEL BORDAS)","FR","TERNAY",NA,NA,"SSI-04"
"AXOM","FR","SAINT MAUR",NA,"34744260000024","AXOM01"
"SESO (SOCIETE EUROPEENNE DE SYSTEMES OPTIQUES)","FR","AIX EN PROVENCE CEDEX 3","314 924 796",NA,"SESO50"
"CDJM","FR","THYEZ",NA,NA,"CDJM01"
"SEPT","FR","PARIS","56682035662",NA,"SEPT01"
"CONSORTIUM DESAUTEL-CEGELEC","FR","MONTLUEL CEDEX",NA,NA,"GR2T54"
"INSTITUT SCIENTIFIQUE EUROPEEN (ESI)","FR","ARCHAMPS",NA,NA,"ESI-50"
"CEGELEC/FR-AMEC SPIE/FR-ALSTOM CONTRACTING/NL","FR","ST GENIS POUILLY",NA,NA,"GR3S29"
"CEGELEC CENTRE EST(FR) CEGELEC B.V. (NL) SEMER (FR)","FR","ST GENIS POUILLY",NA,NA,"GR3S61"
"SOTEB NATIONAL ELEKTRO/SCHNEIDER ELECTRIC FRANCE","FR","ST GENIS POUILLY",NA,NA,"GR2S94"
"CLASSIC COMPOSANTS","FR","ROISSY  CDG CEDEX",NA,NA,"CC--01"
"FRIATEC DPL S.A.","FR","NEMOURS CEDEX","53907350656","90735065600035","FRIA51"
"GTM CONSTRUCTION","FR","CRAN GEVRIER",NA,"39902217700360","GTM-01"
"ESIC","FR","CLUSES",NA,NA,"ESIC01"
"GROUPE CIRE","FR","BELLEGARDE",NA,"41290477300048","GROU11"
"COFIDUR","FR","NOGENT SUR MARNE",NA,"68203838500048","COFI02"
"ASSYSTEM FRANCE (EX ASSYSTEM SERVICES INDUSTRIE)","FR","SAINT GENIS POUILLY",NA,"44415916400151","ASI-01"
"LUGAND ACIERS","FR","OYONNAX CEDEX",NA,"45193251100012","LUGA01"
"CALIBRATION ONLINE","FR","BAILLARGUES",NA,NA,"CALI05"
"FOSELEV AGINTIS","FR","VENISSIEUX CEDEX",NA,NA,"AGIN01"
"JEAN BALUFIN S.A.","FR","MONTLUEL",NA,NA,"BALU01"
"PAGEL SA","FR","POISSY",NA,NA,"PAGE03"
"DAVUM-TMC","FR","STAINS",NA,"32178440700025","DAVU01"
"FORMANHYDRO","FR","CRECHES SUR SAONE",NA,"35158649000028","FORM40"
"SIGNAUX GIROD","FR","MOREZ CEDEX",NA,"44313795500011","GIRO62"
"SRATI","FR","MELUN",NA,"78695021200039","SRAT01"
"HEITZ/FLEX-EQUIPEMENTS (EX MEWASA)","FR","CORBEIL ESSONNES",NA,NA,"MEWA02"
"PALFINGER FRANCE","FR","POISY",NA,"44094240700048","PALF01"
"CRAFTEC","FR","LOGNES",NA,"31819826400042","CRAF03"
"ETS  ISNARD ( EX ETS REXEL ISNARD)","FR","ST GENIS POUILLY",NA,"30930461604250","ISNA50"
"FOSELEV","FR","AIX-EN-PROVENCE CEDEX 3",NA,NA,"FOSE01"
"DIMECA","FR","BRON","67960504462","96050446200057","DIME35"
"ACTUANT FRANCE S.A. ENERPAC(EX ENERPAC)","FR","MASSY CEDEX",NA,NA,"ENER30"
"TUBEST FLEXIBLE SOLUTIONS SA","FR","EPAUX-BEZU","82542056361","54205636100075","TUBE75"
"CELDUC","FR","SORBIERS",NA,NA,"CELD50"
"TIXIT RHONE-ALPES","FR","LA GRAND CROIX",NA,NA,"TRA-44"
"BEST BOARD FRANCE","FR","COLLONGES",NA,NA,"BBF-02"
