"supplier_name","country","city","vat_number","registration_number","supplier_code"
"GROUPE SILICOMP","FR","PALAISEAU","72419311329",NA,"SILI05"
"BAUER FRANCE","FR","LYON",NA,NA,"BAUE04"
"BENZLERS TRANSMISSIONS","FR","CERGY PONTOISE CEDEX",NA,NA,"BENZ04"
"PRUD'HOMME TRANSMISSIONS SA","FR","AUBERVILLIERS CEDEX",NA,"32607336800028","PRUD25"
"ONECTRA","FR","PIERRELATTE CEDEX",NA,NA,"ONEC01"
"EI GROUPE L'ENTREPRISE INDUSTRIELLE","FR","VILLEURBANNE CEDEX",NA,NA,"LENT37"
"BRENNTAG RHONE-ALPES","FR","CHASSIEU",NA,NA,"BREN01"
"BF GOODRICH CEFILAC","FR","ST-ETIENNE CEDEX 1",NA,"40007299700036","GOOD04"
"SAINT-GOBAIN PERFORMANCE PLASTICS  ASTI","FR","CHARNAY LES MACON",NA,NA,"ASTI01"
"INFORLAB CHIMIE","FR","CHELLES CEDEX",NA,"35395870500025","INFO44"
"HACH LANGE FRANCE (EX POLYMETRON SA (EX ZELLWEGER ANALYTICS)","FR","NOISY LE GRAND CEDEX",NA,"48009405100061","ZELL80"
"GMR SA (GAUTHIER MAITRE ROBINETTERIE)","FR","CORBAS",NA,"32756153600175","GMR-01"
"SOLEIL DANIEL","FR","SENAS","398215756","39821575600022","SOLE07"
"APROCHIM","FR","GREZ-EN-BOUERE",NA,"34498486900026","APRO01"
"SDCEM (STE DAUPHIN.DE CONSTR.ELECTRO MECANIQUES)","FR","VIF",NA,"05750266800015","SDCE50"
"COTE S.A.S.","FR","SAINT MAURICE L'EXIL CEDEX","83703680348","70368034800058","COTE04"
"TORES COMPOSANTS TECHNOLOGIES","FR","SAUVIGNY-LES-BOIS",NA,"42886240300022","TCT-03"
"NPO EUROPE","FR","BRUZ",NA,"53055402100010","EUR298"
"AMETEK","FR","ELANCOURT",NA,NA,"AMET02"
"STERLING SIHI FRANCE","FR","TRAPPES",NA,"77570814200010","SIHI25"
"DRESSER PRODUITS INDUSTRIELS","FR","CONDE SUR NOIREAU","4870052","702052838RCSCAE","DRES02"
"SOTRELEC (SOCIETE TRAVEAUX ELECTRIQUES)","FR","VAULX EN VELIN",NA,NA,"SOTR03"
"SAMSON REGULATION SA","FR","VAULX EN VELIN CEDEX",NA,"78816560300127","SAMS50"
"ONDEO NALCO FRANCE  (EX NALCO FRANCE S.A.S.)","FR","WASQUEHAL CEDEX",NA,"41494668100023","NALC01"
"COSMI FRANCE SPRL","FR","SAINT GENIS POUILLY",NA,NA,"COSM04"
"GTD S.A.","FR","ST GENIS POUILLY",NA,NA,"GTD-01"
"G.E.I.E GEMATEC","FR","ST GENIS POUILLY",NA,NA,"GEMA02"
"SIEMENS SA","FR","SAINT DENIS CEDEX 2",NA,"56201677400688","SIEM66"
"AQUAZUR S.A. *** W=> voir INFI03 ***","FR","WASQUEHAL CEDEX",NA,NA,"AQUA02"
"ZIGLIOTTO","FR","SAINT GENIS POUILLY CEDEX",NA,NA,"ZIGL50"
"PORTIER M.T.S.I.","FR","GERGY",NA,NA,"MTSI50"
"SAFMAT INDUSTRIE SA (GROUPE RSW)","FR","MASSY CEDEX",NA,NA,"SAFM50"
"SIEMENS SAS","FR","SAINT DENIS CEDEX 2",NA,"56201677400688","SIEM66"
"NOVELEC","FR","MEYLAN",NA,"40496220100012","NOVE50"
"L'ENTREPRISE INDUSTRIELLE","FR","VILLEURBANNE CEDEX",NA,NA,"LENT37"
"CIFCA (CHAUDRONNERIE, INOX, FER, CUIVRE, ALUMINIUM)","FR","LA VALBONNE",NA,NA,"CIFC50"
"SPIE TRINDEL - CEGELEC","FR","ST GENIS POUILLY",NA,NA,"GR2S50"
"MESURIS RENNES","FR","ST GREGOIRE",NA,NA,"MESU01"
"MES (MAINTEN.EQUIPEM.SECURITE)","FR","LE PLESSIS ROBINSON",NA,NA,"MES-50"
"RENOVATION CENTER","FR","ST GENIS POUILLY",NA,NA,"RENO89"
"CABINET PAUL VERNEY ""W""","FR","DIJON",NA,NA,"VERN02"
"HERVE MADIOT","FR","DIJON",NA,NA,"MADI02"
"GROUPE PKL SARL","FR","LAGNY SUR MARNE",NA,NA,"PKL-01"
"SAVOISIENNE EQ.DE CUISINE SAVEC","FR","ANNEMASSE CEDEX",NA,"34305698200014","SAVE50"
"EFG SARL (ENTREPRISE FANTOLA GASSER)","FR","ANNEMASSE",NA,NA,"EFG-01"
"CUNY PROFESSIONNEL S.A.","FR","BOURG EN BRESSE",NA,NA,"CUNY01"
"ENTREPRISE MIGNOLA CARRELAGES","FR","CHALLES LES EAUX",NA,NA,"MIGN01"
"GUYON GRANDES CUISINES","FR","MONETEAU",NA,NA,"GUYO02"
"BURGMANN","FR","SAINT GENIS-LAVAL CEDEX","91310540547","31054054700133","BURG73"
"VR TECHNOLOGIES","FR","ANTONY",NA,NA,"VR--02"
"PC SOFT INTERNATIONAL","FR","LYON CEDEX 03",NA,NA,"PC--03"
"CEBTP CENTRE EXPERIMENT.RECHERCHE & ETUDE BAT. & TVX PUBLICS","FR","ST PRIEST",NA,NA,"CEBT01"
"SOCOMEC SA","FR","BENFELD",NA,"54850014900016","SOCO50"
"VERCO FRANCE","FR","LYON",NA,NA,"VERC01"
"EPCOS S.A.S.","FR","ST DENIS LA PLAINE",NA,NA,"ESAS01"
"FGET INTERNATIONAL","FR","GENAS CEDEX",NA,"32873256500044","FGET50"
"C2M INDUSTRIE","FR","AUCAMVILLE",NA,NA,"C2M-01"
"C.L.S.","FR","SAINT PRIEST","85377630207","37763020700027","CLS-50"
"SARL FONCINCO","FR","ANNECY",NA,NA,"FONC03"
"SETARAM","FR","CALUIRE",NA,"44295086100025","SETA75"
"C2M AUROCHS INDUSTRIE","FR","AUCAMVILLE",NA,NA,"C2M-01"
"FIVES CRYO","FR","HEYRIEUX",NA,"33496194300019","NORD85"
"GENERYS INDUSTRIE SARL","FR","CHAMPS SUR MARNE",NA,NA,"GENE09"
"MGP INSTRUMENTS","FR","LAMANON",NA,NA,"MGP-01"
"SGN RESEAU EURISYS","FR","ST QUENTIN EN YVELINES",NA,NA,"EURI02"
"C M P N","FR","ST PAUL TROIS CHATEAUX",NA,NA,"CMPN01"
"ESCOFFIER","FR","VAL DE REUIL CEDEX",NA,NA,"ESCO03"
"APAVE","FR","TASSIN LA DEMI LUNE CEDEX",NA,"51872092500040","APAV50"
"NCT NECOTRANS","FR","FERRIERES EN BRIE",NA,"57209812700036","NCT-01"
"SEPA (STE D'ETUDES DE PRODUCTION AUTOMATISEE)","FR","PETIT CAMON",NA,"31934487500012","SEPA50"
"CIP CENTRE D'INFORMATION PERSONNEL","FR","FERNEY VOLTAIRE",NA,"32757215200020","CIP-50"
"M2S SARL","FR","ARGELES SUR MER",NA,NA,"MDEU02"
"CAPITAL SAFETY GROUP EMEA (EX PROTECTA INTERNATIONAL","FR","CARROS CEDEX","74318549508","42062566700035","PROT65"
"AXE - SOUFFLOT(EX:LOUIS SOUFFLOT CONSEIL INTER)","FR","SEYNE SUR MER",NA,NA,"LSC-01"
"BOISSET  & CIE - BCSA","FR","VAULX EN VELIN",NA,NA,"BCB-01"
"MALON","FR","LA COTE SAINT ANDRE",NA,NA,"MALO02"
"SPC CONSULTANTS (EX SPC FORMATION)","FR","SAINT GENIS LAVAL","86391572567","39157256700025","SPC-06"
"ONDEO NALCO/FR  + ONDEO NALCO/NL","FR","WASQUEHAL CEDEX",NA,NA,"GR2T47"
"BERNIER ELECTRONIK","FR","CORBREUSE",NA,"47787289900018","ELE156"
"MC LEVAGE","FR","SAINT BONNET DE MURE",NA,NA,"MC--08"
"CETIAT - CNTR TECHNIQUE INDUSTRIES AERAULIQUES ET THERMIQUES","FR","VILLEURBANNE CEDEX",NA,"77568696700024","CETI01"
"ASSYSTEM FACILITIES","FR","SAINT GENIS POUILLY",NA,"44415916400151","ASI-01"
"LES MEDECINS DU BETON","FR","CONS-SAINTE-COLOMBE",NA,"44049930900027","MDB-01"
"ACTEMIUM","FR","RILLIEUX-LA-PAPE",NA,NA,"ACTE04"
"SIEMENS (FRANCE)","FR","SAINT DENIS CEDEX 2",NA,"56201677400688","SIEM66"
"TES - TRAVAUX ETANCHEITE SERVICE","FR","CHAMBERY",NA,NA,"TTE-01"
"DAFFOS & BAUDASSE","FR","VILLEURBANNE",NA,"95850955600014","DAFF01"
"DAEXAL","FR","ROUBAIX",NA,"50396737400011","DAEX01"
"POISSON S.A.","FR","PRINGY",NA,"31968826300031","POIS01"
"INDUSTRIAL SCIENTIFIC OLDHAM (OLDHAM FRANCE SA )","FR","ARRAS CEDEX",NA,"43395337900024","OLDH50"
"WATSON-MARLOW PUMPS SA","FR","GAMBAIS",NA,NA,"WMP-01"
"ALEXANDER J. GREENLAND","FR","BOURTH",NA,NA,"GREE13"
"GE SENSING FRANCE","FR","LABEGE CEDEX",NA,NA,"GE--04"
"BRONKHORST FRANCE SAS (EX INSTRUTEC SA)","FR","MONTIGNY LES CORMEILLES",NA,"35271482800014","INS-03"
"A7  PROTECTION","FR","RIS ORANGIS",NA,"40799187600035","A---01"
"CORIMA MODELAGE SA","FR","LORIOL",NA,NA,"CORI03"
"NETZSCH GERATEBAU","FR","CHARBONNIERES LES BAINS.",NA,"39208861300063","NETZ06"
"CABINET PLASSERAUD","FR","PARIS CEDEX 09","25784404246","78440424600042","PLAS15"
"CNRS - DELEGATION PARIS MICHEL-ANGE / DR16","FR","PARIS CEDEX 16","40180089013",NA,"CNRS03"
"APERAM (FRANCE)","FR","MONTARGIS",NA,"61201326800026","APER01"
"UNIVERSITE DE TECHNOLOGIE DE TROYES","FR","TROYES CEDEX",NA,NA,"UNI121"
"PMS PRO METAUX SERVICES","FR","TOUSSIEU",NA,"51227050500021","PMS-07"
"PREZIOSO LINJEBYGG","FR","SAINT GENIS POUILLY","53573680162","57368016200340","PREZ50"
"DALKIA (FRANCE)","FR","LYON","42456500537","45650053700018","DALK01"
"ACTEMIUM NDT P&S","FR","SAINT GENIS POUILLY","83537915787","53791578700122","CEGE55"
"CONSORTIUM REEL SAS + ALTEAD SAS","FR","SAINT CYR AU MONT D OR","12962501318",NA,"GR2T65"
"ATOS RACKS FRANCE","FR","GLOS","B350827788","350827788","ATOS50"
"ALGECO","FR","MEYZIEU CEDEX","80685550659",NA,"ALGE75"
"RAM POWER SRL","FR","SAINT GENIS POUILLY",NA,NA,"RAM-05"
"MIDISCIENCES","FR","FUVEAU",NA,NA,"MIDI04"
"CERAP (FR) + CERAP SWITZERLAND","FR","CHERBOURG EN COTENTIN","60344237011","344237011","GR2U13"
"MICRO CONTROLE SPECTRA-PHYSICS (NEWPORT CORP.)","FR","EVRY","15382697399","38269739900071","MICR25"
"HTI ELEC","FR","CHANAS","11808017792","80801779200025","ELE517"
"ASSYSTEM (FRANCE)","FR","LYON CEDEX 07","47444159164","444159164","ASI-01"
"ARCEL","FR","CHAMPAGNE AU MONT D'OR","03972505895","97250589500045","ARCE50"
"MULTIBAC","FR","TOULOUSE","17492731807","49273180700011","MULT47"
NA,"FR","SAINT ETIENNE",NA,NA,"UNI445"
"APC ETANCH'","FR","RUMILLY","33451601355","45160135500063","APC-07"
"NOVAPACK TECHNOLOGIES","FR","LYON","68827988171",NA,"NOVA40"
"CEA SACLAY DRF/IRFU","FR","GIF SUR YVETTE",NA,NA,"CEA-01"
"DALKIA","FR","LYON","42456500537","45650053700018","DALK01"
"CERAP FRANCE / CERAP SWITZERLAND","FR","CHERBOURG EN COTENTIN","60344237011","344237011","GR2U13"
"AIP","FR","CHASSIEU","52325090728","32509072800024","AIP-01"
"PREZIOSO (PREZIOSO TECHNILOR)(FRANCE)","FR","SAINT GENIS POUILLY","53573680162","57368016200340","PREZ50"
"DATE","FR","LA MOTTE D'AVEILLANS","52314721234","31472123400016","DATE10"
"BODYCOTE (FRANCE)","FR","Villaz","266967804","69678042800392","ABMT50"
"ABB FRANCE - ABB ASEA BROWN BOVERI LTD COMPANY","FR","NORDHOUSE","95335146312","335146312","ABB-01"
"GE WATER & PROCESS TECHNOLOGIES","FR","PARIS LA DEFENSE","07388131013","38813101300087","GWPT02"
"FARNELL SAS","FR","LIMONEST","33388245029","B388245029","FARN45"
"RS COMPONENTS","FR","BEAUVAIS","68334534039","33453403900030","RADI91"
"EXOLIGENT EX HLP TECHNOLOGIES","FR","COLOMBES","73803406271","80340627100012","HLP-01"
"FROID-SEICAR","FR","ANNECY","53300794427","30079442700017","SEIC75"
"E2S INNOVATION","FR","PARIS","23791925787","79192578700016","ESI-04"
"ALSTOM POWER SERVICE","FR","BELFORT","54424210599","42421059900025","ALST08"
"EGTIM INDUSTRIE / SERVITECH AS","FR","PULVERSHEIM","96448881011","44888101100051","GR2U24"
"TECNOLOGIE INDUSTRIALI E AMBIENTALI","FR","PARIS","83501614119",NA,"TECN68"
"AIR LIQUIDE CRYOGENIC SERVICES","FR","SASSENAGE","53425040078",NA,"LAIR50"
"FARGAMEL","FR","PESSAC","73473204691","47320469100033","FARG35"
"ALSTOM - POWER (FRANCE)","FR","BELFORT","54424210599","42421059900025","ALST08"
"RS - RADIOSPARES (FRANCE)","FR","BEAUVAIS","68334534039","33453403900030","RADI91"
"CRYO DIFFUSION","FR","LERY","82334225034","33422503400019","CRYO25"
"ALXION","FR","COLOMBES CEDEX","36341981462","341981462","ALXI01"
"SCHNEIDER ELECTRIC  (FRANCE)","FR","RUEIL MALMAISON","93421706109","42110670900668","SCHN06"
"DELTA ARCHITECTES (FRANCE)","FR","USINENS","073530084770","35300847700039","DELT35"
"KAENA S.A.S","FR","SAINT-VINCENT-DE-MERCUZE",NA,"51027747800010","KAEN01"
"APAVE SUD EUROPE","FR","MARSEILLE CEDEX 16","32518720925","51872092500032","APAV50"
"ZOLLER","FR","LINGOLSHEIM","68382927630",NA,"ZOLL08"
"ATOS","FR","GLOS","B350827788","350827788","ATOS50"
"HYDRETUDES","FR","ARGONAY","07379926462","37992646200092","HYDR45"
"TCT TORES COMPOSANTS TECHNOLOGIES","FR","SAUVIGNY LES BOIS","76428862403","42886240300022","TCT-03"
"ELETTA INSTRUMENTATION SAS","FR","CUSSET","56514786904","51478690400029","INS200"
"SISO SA","FR","VAULX EN VELIN","45410490528","41049052800024","SISO50"
"GPK PRODUCTS","FR","RONCQ","47351005020","35100502000091","GPK-01"
"STIC EQUIPEMENTS D'ATELIERS","FR","OULLINS","76487647679","48764767900017","SED-03"
"VINCI CONSTRUCTION (FRANCE)","FR","LYON CEDEX 08",NA,NA,"VCF-03"
"SEF - SOCIETE ETUDE & FABRICATION","FR","LABEGE","38322926718","32292671800014","SEF-50"
"UNIVERSITE DE MONTPELLIER","FR","MONTPELLIER",NA,NA,"POLY36"
"SCHNEIDER ELECTRIC FRANCE","FR","RUEIL MALMAISON","93421706109","42110670900668","SCHN06"
"VELAN SAS","FR","LYON CEDEX 7","84350811097","35081109700020","VELA02"
"FOREZ DECORS","FR","CHAMPDIEU","20411974264","41197426400078","FOR-75"
"CERAQUEST","FR","LES CLAYES SOUS BOIS","80751346826","75134682600025","CERA14"
"ECRIN (FRANCE) - GROUPE IP SYSTEMES","FR","CROLLES",NA,"32984418700107","ECRI50"
"BUREAU VERITAS CONSTRUCTION","FR","PRINGY CEDEX","9679018278","79018278600877","VERI50"
"SEF","FR","LABEGE","38322926718","32292671800014","SEF-50"
"WITZENMANN FRANCE SARL","FR","THORIGNY SUR MARNE","38322815556","32281555600079","TECN25"
"SCHROFF SAS","FR","BETSCHDORF","46316854553","RCS79B519","SCHR87"
"ELETTA INSTRUMENTATION","FR","CUSSET","56514786904","51478690400029","INS200"
"PERARD SERVICES","FR","PERON","480212554","48021255400012","PERA04"
"COMPAGNIE GENERALE DES PLASTIQUES","FR","SAINT CHAMOND","11410386759","41038675900022","PLAS19"
"COPEX INTERNATIONAL","FR","LANESTER CEDEX","74398288746","39828874600025","INT157"
"SIGMAPHI","FR","VANNES","93321318735","32131873500032","SIGM50"
"TOULOUSE TECH TRANSFER","FR","TOULOUSE CEDEX 4",NA,"53971542500028","TEC700"
"MIRION TECHNOLOGIES (CANBERRA) SAS","FR","MONTIGNY LE BRETONNEUX","28384449773","384449773","TEC333"
"FARNELL","FR","LIMONEST","33388245029","B388245029","FARN45"
"ETABLISSEMENTS NABAFFA","FR","SAINT JEAN DE GONVILLE",NA,NA,"NABA50"
"MANUFACTURE DE FORAGE","FR","L'HORME",NA,"67450019400024","FORA50"
"SO GOOD TRAITEUR","FR","DIVONNE LES BAINS","4553947792","53947792700021","SGT-03"
"TRACTEBEL ENGINEERING","FR","GENNEVILLIERS","82309103877","30910387700051","TRAC14"
"SEMIKRON","FR","SARTROUVILLE CEDEX","19785408097","78540809700026","SEMI60"
"OLDHAM SIMTRONICS","FR","ARRAS","33478482383","478482383","OLDH50"
"DEKRA INDUSTRIAL","FR","CHAVANOD","44433250834","433250834","DEKR03"
"REEL SAS / ALTEAD SUISSE SA","FR","SAINT CYR AU MONT D OR","12962501318",NA,"GR2T65"
"SETEC + CSD INGENIEURS CONSEILS (SWITZERLAND)+ ROCKSOIL SRL","FR","PARIS CEDEX 12",NA,NA,"GR2U06"
"GE MEASUREMENT et CONTROL SAS","FR","LIMONEST","2845040278","450402789RCS","TEC112"
"PENTAIR TECHNICAL SOLUTIONS SAS","FR","BETSCHDORF","46316854553","RCS79B519","SCHR87"
"GE ENERGY POWER CONVERSION","FR","BELFORT",NA,"48121369200082","CONV05"
"SOCOTEC","FR","SAINT QUENTIN EN YVELINES","65834096745",NA,"SOCO07"
"VIAVI SOLUTIONS FRANCE SAS","FR","SAINT ETIENNE",NA,NA,"VIAV01"
"GTS MATERIAUX FLEXIBLES SARL","FR","VILLEBON SUR YVETTE","01324906023","32490602300027","GTS-50"
"SUEZ WTS FRANCE","FR","PARIS LA DEFENSE","07388131013","38813101300087","GWPT02"
"SEMER SAS","FR","PASSY","33315829291","315829291","SEME02"
"LUQUOT INDUSTRIE","FR","Morez","96646050195","64605019500031","LUQU01"
"AXON CABLE SAS","FR","MONTMIRAIL","37325685139","32568513900017","AXON50"
"THALES (FRANCE)","FR","MERIGNAC","65612039495","34072362600065","THAL02"
"EUROPEAN SYNCHROTRON RADIATION FACILITY (ESRF)","FR","GRENOBLE CEDEX 9",NA,"33872391900019","ESRF01"
"FAMY","FR","VALSERHONE","40764200218","76420021800015","FAMY50"
"CERCLIM","FR","PRINGY","01449697978","44969797800020","CERC01"
"AIR LIQUIDE (FRANCE)","FR","SASSENAGE","53425040078",NA,"LAIR50"
"PULSCAN","FR","GRADIGNAN","40507785665","50778566500021","PULS06"
"ETANDEX","FR","DECINES CHARPIEU","54306896374","30689637400320","ETAN50"
"PHM CONSULTANT","FR","ROGNES",NA,NA,"PHM-01"
"GALLICE FRANCE (CG HOLDING)","FR","COMPIEGNE",NA,NA,"INT472"
"DALKIA FRANCE","FR","LYON","42456500537","45650053700018","DALK01"
"GAVARD & CIE S.A.","FR","ARROU",NA,NA,"GAVA02"
"EXEQUATUR","FR","NANTES",NA,NA,"EXEQ01"
"DESCOURS & CABAUD  - PROLIANS","FR","BELLEGARDE SUR VALSERINE","95775595085","77559508500116","DESC50"
"CARL ZEISS SAS","FR","MARLY LE ROI","25719801664","71980166400173","CZS-01"
"ARIANEGROUP","FR","Les Mureaux 6 CEDEX","82519032247","519032247","SAFR03"
"CNIM CONSTRUCTIONS INDUSTRIELLES","FR","PARIS","22662043595","66204359500146","CNIM50"
"APX SARL","FR","SARRIANS","16388423568","38842356800020","APX-03"
"Avnet EMG France","FR","VENISSIEUX","87552076010",NA,"AVNE50"
"THALES SIXT GTS FRANCE SAS","FR","GENNEVILLIERS",NA,NA,"THAL09"
"FLOHE FOUILLERET SAS","FR","SAINT-LOUP-DE-NAUD","14824578991","824578991","FFS-07"
"CEGELEC ENERGIE CENTRE EST","FR","SAINT GENIS POUILLY","83537915787","53791578700122","CEGE55"
"TORNS SOFILEC SASU","FR","VAUX EN BUGEY","80828890178","828 890 178","SOFI07"
"WALTHER","FR","LISSES",NA,NA,"WALT09"
"INGERSOLL FRANCE","FR","CHAMPS SUR MARNE",NA,NA,"INGE38"
"GAZTRANSPORT","FR","SAINT REMY LES CHEVREUSE",NA,"66200140300077","GAZT01"
"PEZET S.A.S.","FR","SALLANCHES",NA,"304 452 725","S---07"
"BODYCOTE VILLAZ","FR","Villaz","266967804","69678042800392","ABMT50"
"DEKRA INDUSTRIAL (FRANCE) - INSPECTION","FR","CHAVANOD","44433250834","433250834","DEKR03"
"VUILLERMOZ ECHAFAUDAGE","FR","ST FONS","01501699581",NA,"VUIL03"
"ATELIERS DE LA NAVE","FR","BETHUNE","52398469288","39846928800011","ATEL15"
"CEGELEC ENERGIE CENTRE-EST (ACTEMIUM)","FR","SAINT GENIS POUILLY","83537915787","53791578700122","CEGE55"
"GDF SUEZ - INEO","FR","SAINT GENIS POUILLY","69409899127","40989912700263","INEO01"
"BRONKHORST FRANCE","FR","Montigny les LCormeilles","14352714828","35271482800014","INS-03"
"CYCLIFE FRANCE","FR","CODOLET","86380303107","RCS380303107","SOCO09"
"PHILIPPE ET ALBERT REYGROBELLET","FR","SAINT-GENIS-POUILLY",NA,NA,"PAR-01"
"AVNET EMG FRANCE","FR","VENISSIEUX","87552076010",NA,"AVNE50"
"VINCI CONSTRUCTION FRANCE TP LYON","FR","BRON CEDEX",NA,NA,"GTM-05"
"SOFREN","FR","SAINT-CLOUD",NA,NA,"SOFR10"
"INTITEK FOR INDUSTRY","FR","VILLEURBANNE",NA,"50015693000025","ACRO50"
"PULSE MC2","FR","EVRY CEDEX","83410478739","41047873900031","PULS01"
"VELAN S.A.S","FR","LYON CEDEX 7","84350811097","35081109700020","VELA02"
"RTE","FR","LA DEFENSE CEDEX",NA,NA,"RTE-02"
"ASSYSTEM ENGINEERING OPERATION SERVICE","FR","LYON CEDEX 07","47444159164","444159164","ASI-01"
"ABB FRANCE","FR","NORDHOUSE","95335146312","335146312","ABB-01"
"DELTA ARCHITECTES","FR","USINENS","073530084770","35300847700039","DELT35"
"MICRO CONTROLE SPECTRA PHYSICS","FR","EVRY","15382697399","38269739900071","MICR25"
"LAMY RHEOLOGY INSTRUMENTS","FR","CHAMPAGNE AU MONT D'OR","23349297424","349297424","INS432"
"SMAC","FR","ISSY-LES-MOULINEAUX","61682040837","682040837000283","SMAC50"
"ALTEC ETIRAGE","FR","FONTAINE","78848460283","78848460283","ALTE28"
"ISMA","FR","FORBACH","37392945424",NA,"ISMA01"
"MDC VACUUM (CABURN MDC EUROPE) (FRANCE)","FR","LYON","12394624712","39462471200029","CABU54"
"SILICA","FR","VENISSIEUX","87552076010",NA,"AVNE50"
"AERAULIQUE CONSTRUCTION SA","FR","CHEVIGNY SAINT SAUVEUR","95304012222","30401222200010","AERA01"
"REXEL (FRANCE)","FR","SAINT GENIS POUILLY","26309304","309304616","ISNA50"
"SPI ENERGIE","FR","BELLIGNAT","35408650273","40865027300050","SPI-02"
"CCI EUROLAM","FR","ANTONY CEDEX","28321692907","32169290700025","CCI-01"
"PLANSEE SE","FR","SAINT PIERRE EN FAUCIGNY","80383966892","38396689200036","CIME50"
"EDWARDS (FRANCE)","FR","HERBLAY",NA,"37882177100128","EDWA01"
"ATESYS","FR","HAGUENAU","07379701519","37970151900025","ATES01"
"HUTCHINSON","FR","CHEMILLE",NA,"06420002500019","JEHI50"
"RENZO PIANO BUILDING WORKSHOP / BR ARCHITECTES ASSOCIES","FR","PARIS",NA,NA,"GR2U23"
"ASSYSTEM ENGINEERING OPERATION SERVICE / BERTIN TECHNOLOGIES","FR","SAINT PRIEST","47444159","444159164","GR2U08"
"JYFEL CORPORATION SARL","FR","LIMONEST","77493917264","49391726400035","JYFE01"
"INGEROP CONSEILS ET INGENIERIE","FR","VIENNE","45489626135","48962613800268","INGE04"
"NACELEXPERT","FR","ABZAC","40488574039","48857403900043","NACE02"
"ALTROS","FR","GRENOBLE","88442156063","44215606300046","ALTR07"
"FPZ FRANCE","FR","SAINT PRIEST","12418258471","41825847100030","FPZ-01"
"TISSTECH SARL","FR","BOURG ARGENTAL","95450903687","45090368700017","TISS05"
"OPTOSIGMA EUROPE SAS","FR","LES ULIS","04799020490","79902049000014","EUR326"
"MESCAN","FR","Les Mureaux","3145223104","45223104600015","MESC01"
"SETIS + SINTEGRA + MAP GEOMATIQUE SA","FR","GRENOBLE","19067501494","06750149400016","GR2U12"
"GROUPE PELLETIER+AER ARCHITECTES+BETREC","FR","MOUXY",NA,NA,"GR3S83"
"ARMINES","FR","EVRY CEDEX",NA,"30168887500014","ARMI02"
"SERV TRAYVOU INTERVERROUIL.(STI)","FR","MONTREUIL",NA,"39143896700021","STI-45"
"TESTOON","FR","CHATILLON",NA,"491 847 711","TEST17"
"FPT / 2H ENERGY","FR","SAINT PRIEST",NA,"35392644700189","FHE-01"
"PONCET R SA","FR","SILLINGY",NA,"32702104400026","PONC03"
"OUVAROFF","FR","SALAISE SUR SANNE","85633680525","63368052500019","OUVA01"
"ENTREPRISE BIANCO ET CIE","FR","UGINE","41075820092","07582009200031","BIA-75"
"MIRION TECHNOLOGIES (MGPI) SAS","FR","LAMANON","62303375406","30337540600020","TEC811"
"ENTREPRISE BIANCO ET CIE / FRANKI FONDATION","FR","UGINE","41075820092","07582009200031","GR2U28"
"BERILIA","FR","CHEMILLE EN ANJOU","15885360420","88536042000016","BERI02"
"CIBEL","FR","BELLEME",NA,"75041702400015","CIBE01"
"PREMIUM ANALYSE","FR","NORROY LE VENEUR","56414979336","41497933600024","PREM11"
"AMPERE","FR","BREGNIER CORDON","35378358725","B378358725","SOFI09"
"ECODIS","FR","CHAPONNAY",NA,NA,"ECOD01"
"ACAL BFI FRANCE","FR","EVRY","75392078192","39207819200011","ABF-02"
"UNIVERSITE CLAUDE BERNARD","FR","VILLEURBANNE CEDEX",NA,NA,"UNIV59"
"CEGELEC ENERGIE CENTRE EST / CEGELEC SA","FR","ST GENIS POUILLY",NA,NA,"GR2T85"
"KW INDUSTRIE","FR","VARACIEUX","71417648490","41764849000023","KW--01"
"CARL ZEISS SMT","FR","MARLY-LE-ROI","402277404000","71980166400165","LEO-01"
"CGP","FR","SAINT CHAMOND","11410386759","41038675900022","PLAS19"
"DB VIB CONSULTING","FR","VIENNE","62384854436","38485443600019","DVC-01"
"DEFI SYSTEMES","FR","NIMES",NA,NA,"DEFI05"
"DEF","FR","SAINT PRIEST","84712056266","71205626600745","DEF-50"
"KARL STORZ ENDOSCOPIE FRANCE SAS","FR","GUYANCOURT",NA,NA,"KSE-03"
"MEDIACO SAVOIES","FR","SAINT FELIX",NA,NA,"MEDI64"
"THERMOCOMPACT","FR","METZ-TESSY",NA,"40303803700012","THER27"
"AMC ETEC SARL","FR","CANNES LA BOCCA","73431731371","43173137100024","AMC-07"
"SOURIAU","FR","VERSAILLES","85421320268","42132026800087","SOUR50"
"KINETIC SYSTEMS","FR","MORNANT",NA,"40304244300016","KINE06"
"TRACTEBEL","FR","GENNEVILLIERS","82309103877","30910387700051","TRAC14"
"TRANE FRANCE SAS","FR","DARDILLY","93803519800","FR93803519800","TRAN48"
"LES AUTOMATISMES APPLIQUES","FR","MEYREUIL","29323180661","323180661","AUTO14"
"CPMS","FR","PLAISIR","89537856619","53785661900037","SCP-05"
"JACQUET AUTOCARS","FR","MARNAZ","08997675004","99767500400029","JACQ11"
"MICROPLAN","FR","LA FORET DU TEMPLE",NA,"34794775600032","MIC-17"
"WITZENMANN FRANCE SARL (EX TECNIFLEX - WITZENMANN)","FR","THORIGNY SUR MARNE","38322815556","32281555600079","TECN25"
"ALDES AERAULIQUE","FR","VENISSIEUX",NA,"95650682800352","ALDE50"
"ACIERS DU LEMAN","FR","PERON",NA,NA,"ADL-05"
